"File","Used","RefCount","Why","CalledBy"
"C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/location/LocationSearchConfig.kt","PARTIAL","1","Referenced by 1 file(s)","C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/location/ManualLocationScreen.kt"
"C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/location/ManualLocationScreen.kt","PARTIAL","2","Referenced by 2 file(s)","C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/navigation/CommonNavGraph.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/navigation/MainNavGraph.kt"
"C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/MainActivity.kt","YES","7","Referenced by 7 file(s)","C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/components/LanguageSelectionBottomSheet.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/DutyPeApplication.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/navigation/MainNavGraph.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/onboarding/OnboardingScreen.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/services/DutyPeMessagingService.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/services/NotificationService.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/workers/GuestEngagementWorker.kt"
"C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/managers/RoleSwitchManager.kt","YES","5","Referenced by 5 file(s)","C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/di/AppModule.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/employer/screens/profilescreen/EmployerProfileScreen.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/managers/RoleSwitchManagerEntryPoint.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/viewmodels/RoleManagementViewModel.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/worker/screens/profile/WorkerProfile.kt"
"C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/managers/RoleSwitchManagerEntryPoint.kt","PARTIAL","2","Referenced by 2 file(s)","C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/employer/screens/profilescreen/EmployerProfileScreen.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/worker/screens/profile/WorkerProfile.kt"
"C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/metadata/AppMetadata.kt","YES","3","Referenced by 3 file(s)","C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/di/AppModule.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/DutyPeApplication.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/metadata/MetadataManager.kt"
"C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/metadata/JobMetadata.kt","PARTIAL","2","Referenced by 2 file(s)","C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/di/AppModule.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/metadata/MetadataManager.kt"
"C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/metadata/MetadataManager.kt","YES","10","Referenced by 10 file(s)","C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/di/AppModule.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/DutyPeApplication.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/employer/screens/profilescreen/EmployerProfileScreen.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/MainActivity.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/repositories/FirestoreJobRepository.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/services/JobApplicationService.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/viewmodels/FirestoreJobViewModel.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/viewmodels/OtpViewModel.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/viewmodels/ProfileCompletionViewModel.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/worker/screens/profile/WorkerProfile.kt"
"C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/metadata/UserMetadata.kt","YES","5","Referenced by 5 file(s)","C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/di/AppModule.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/employer/screens/profilescreen/EmployerProfileScreen.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/metadata/MetadataManager.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/services/JobApplicationService.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/worker/screens/profile/WorkerProfile.kt"
"C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/models/Announcement.kt","YES","5","Referenced by 5 file(s)","C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/components/AnnouncementBanner.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/employer/screens/EmployerHomeScreen.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/services/AnnouncementService.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/viewmodels/AnnouncementViewModel.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/worker/screens/WorkerHomeScreen.kt"
"C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/models/EmployerTrustModels.kt","NO","0","No external references by file symbol",""
"C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/models/JobApplicationModels.kt","YES","3","Referenced by 3 file(s)","C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/components/ApplicationStatusBadge.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/employer/models/JobEnums.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/employer/screens/ProfessionalWorkerProfileViewScreen.kt"
"C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/models/JobListing.kt","YES","42","Referenced by 42 file(s)","C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/cache/JobCacheManager.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/components/ShareJobButton.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/database/DutyPeDatabase.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/database/entity/JobEntity.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/employer/screens/AnalyticsScreen.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/employer/screens/EditJobScreen.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/employer/screens/EmployerHistoryScreen.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/employer/screens/EmployerHomeScreen.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/employer/screens/EmployerHistoryScreen.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/employer/screens/PostJobScreen.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/engine/NearestJobsEngine.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/metadata/JobMetadata.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/metadata/MetadataManager.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/models/JobListingSummary.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/repositories/FirestoreJobRepository.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/repositories/FirestoreSavedJobRepository.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/repositories/OfflineFirstJobRepository.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/services/firestore/JobFirestoreService.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/services/JobShareImageGenerator.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/services/JobShareService.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/services/SmartNotificationManager.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/utils/DateTimeUtils.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/utils/GeoUtils.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/utils/JobListingExtensions.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/viewmodels/AllJobsViewModel.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/viewmodels/CategoriesViewModel.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/viewmodels/FirestoreEmployerJobViewModel.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/viewmodels/FirestoreJobViewModel.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/viewmodels/PaginationHelper.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/viewmodels/SavedJobsViewModel.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/viewmodels/WorkerHomeViewModel.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/worker/components/home/HomeJobsSection.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/worker/components/WorkerJobCard.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/worker/screens/AllJobsScreen.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/worker/screens/CategoriesScreen.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/worker/screens/JobApplicationScreen.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/worker/screens/JobDescriptionScreen.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/worker/screens/map/GoogleMapView.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/worker/screens/map/JobMapScreen.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/worker/screens/myJobs/SavedJobsList.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/worker/screens/WorkerHistoryScreen.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/worker/screens/WorkerHomeScreen.kt"
"C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/models/JobListingSummary.kt","YES","12","Referenced by 12 file(s)","C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/cache/JobCacheManager.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/engine/NearestJobsEngine.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/repositories/FirestoreJobRepository.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/repositories/FirestoreSavedJobRepository.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/utils/DateTimeUtils.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/utils/GeoUtils.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/utils/JobListingExtensions.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/viewmodels/AllJobsViewModel.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/viewmodels/CategoriesViewModel.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/viewmodels/FirestoreJobViewModel.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/viewmodels/SavedJobsViewModel.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/worker/components/WorkerJobCard.kt"
"C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/models/LocationData.kt","YES","7","Referenced by 7 file(s)","C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/common/screens/SelectRoleScreen.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/location/AzureMapsService.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/location/LocationPreferences.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/location/ManualLocationScreen.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/utils/LocationService.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/worker/screens/MandatoryWorkerProfileSetupScreen.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/worker/screens/WorkerHomeScreen.kt"
"C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/models/NotificationModels.kt","NO","0","No external references by file symbol",""
"C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/models/PlaceSuggestion.kt","YES","3","Referenced by 3 file(s)","C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/components/LocationAutocompleteField.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/employer/screens/settings/EmployerAddressManagementScreen.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/utils/LocationService.kt"
"C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/models/RecentHire.kt","PARTIAL","1","Referenced by 1 file(s)","C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/viewmodels/WorkerHomeViewModel.kt"
"C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/models/ReferralModels.kt","NO","0","No external references by file symbol",""
